"rank","artist","title","releaseYear","listHighestRank","listType","x","y"
1902,"UK","Rendezvous 6:02",1979,24,"top40",971.88,324.61
1903,"The Rolling Stones","Memory Motel",1976,0,"",917.66,303.9
1904,"Wild Cherry","Play That Funky Music",1976,4,"top40",902.44,363.91
1905,"Clouseau","Passie",1995,1,"top40",1383.06,279.46
1906,"Diesel","Sausolito Summernight",1980,35,"top40",1002.25,328.56
1907,"The Rolling Stones","Dead Flowers",1971,0,"",779.38,278.43
1908,"Buddy Holly","Peggy Sue",1957,0,"",444.89,234.96
1909,"Stevie Wonder","Master Blaster (Jammin')",1980,2,"top40",1006.17,167.18
1910,"Run-D.M.C.","Walk This Way",1986,2,"top40",1164.75,200.68
1911,"Fleetwood Mac","You Make Lovin' Fun",1978,27,"top40",980.63,269.09
1912,"Nirvana","All Apologies",1993,0,"",1331.01,223.64
1913,"Marilyn Manson","Beautiful People",1996,0,"",1402.29,300.13
1914,"Pet Shop Boys","Go West",1993,3,"top40",1346.21,186.63
1915,"Steely Dan","Reelin' In The Years",1973,6,"tip",833.35,172.65
1916,"Ekseption","The 5th",1969,0,"",725.35,320.41
1917,"INXS","Suicide Blonde",1990,5,"top40",1268.59,190.48
1918,"John Lennon","Woman",1981,21,"top40",1037.67,155.22
1919,"Loreen","Euphoria",2012,2,"top40",1801.96,243.27
1920,"ZZ Top","Legs",1985,35,"top40",1144.33,276.11
1921,"Neil Young","Southern Man",1970,0,"",745.92,208.74
1922,"Janis Joplin","Try (just A Little Bit Harder)",1967,0,"",690.57,294.29
1923,"3JS","Geloven In Het Leven",2010,10,"tip",1756.89,281.52
1924,"Chaka Khan","I'm Every Woman",1979,9,"top40",999,315.81
1925,"Jack Johnson","Sitting, Waiting, Wishing",2005,32,"top40",1632.69,209.91
1926,"Maitre Gims","J'me Tire",2013,7,"top40",1828.61,296.17
1927,"Nielson & Miss Montreal","Hoe",2013,4,"top40",1820.66,192.65
1928,"Raymond van het Groenewoud","Je Veux De L'amour",1980,0,"",1032.39,205.23
1929,"Dire Straits","Water Of Love",1978,10,"tip",963.74,210.4
1930,"UB40 & Chrissie Hynde","I Got You Babe",1985,1,"top40",1127.23,228.86
1931,"Caro Emerald","Back It Up",2009,12,"top40",1731.11,225.81
1932,"Stone Roses","Fools Gold",1990,8,"top40",1263.59,290.12
1933,"Manfred Mann's Earth Band","Davy's On The Road Again",1978,15,"top40",967.87,265.07
1934,"Booker T & The MG's","Green Onions",1962,0,"",566.35,254.92
1935,"Rod Stewart","I Don't Want To Talk About It",1977,3,"top40",938.38,336.98
1936,"Bee Gees","To Love Somebody",1967,13,"top40",668.24,157.7
1937,"Alan Walker","Faded",2016,2,"top40",1924.78,230.96
1938,"Adamski","Killer",1990,2,"top40",1261.11,296.73
1939,"Steely Dan","Rikki Don't Lose That Number",1974,19,"top40",851.69,362.52
1940,"The Byrds","Turn Turn Turn",1965,15,"top40",625.46,293.9
1941,"Sam Smith","I'm Not The Only One",2014,16,"top40",1843.84,331.51
1942,"Coldplay","Atlas",2013,17,"top40",1823.13,255.61
1943,"Anouk","Sacrifice",1998,7,"top40",1459.2,256.22
1944,"Elton John","Daniel",1973,14,"top40",823.27,269.93
1945,"XTC","Making Plans For Nigel",1979,32,"top40",974.26,251.93
1946,"Editors","Ocean Of Night",2015,0,"",1894.9,209.64
1947,"The Cure","Lovesong",1989,17,"tip",1240.93,183.13
1948,"André Hazes","'n Vriend",1980,21,"top40",983.6,313.27
1949,"Ben Howard","The Fear",2012,9,"tip",1808.87,158.15
1950,"Robert Palmer","Every Kinda People",1978,16,"tip",941.2,313.55
1951,"The Script","For The First Time",2010,16,"top40",1744.31,219.03
1952,"America","Ventura Highway",1972,17,"tip",796.66,267.93
1953,"The Beatles","Lady Madonna",1968,3,"top40",730.49,243.79
1954,"U2","Mysterious Ways",1991,8,"top40",1291.94,152.88
1955,"INXS","Original Sin",1984,29,"top40",1102.3,222.84
1956,"Beastie Boys","Fight For Your Right (To Party)",1987,10,"top40",1160.84,276.75
1957,"The Doors","Crystal Ship",1967,0,"",711.89,264.22
1958,"Joy Division","Atmosphere",1980,0,"",1017.92,202.45
1959,"Lenny Kravitz","It Ain't Over Till It's Over",1991,9,"top40",1274.35,336.85
1960,"Heart","Magic Man",1976,7,"top40",920.55,235.93
1961,"2 Brothers On The 4th Floor","Never Alone",1993,2,"top40",1360.06,170.43
1962,"Chicago","You're The Inspiration",1985,36,"top40",1133.23,323.97
1963,"The Righteous Brothers","You've Lost That Loving Feeling",1965,0,"",622.96,304.85
1964,"Billy Joel","Just The Way You Are",1978,4,"tip",973.5,236.98
1965,"Joe Jackson","Slow Song",1982,0,"",1069.62,272.49
1966,"Nancy Sinatra","These Boots Are Made For Walking",1966,1,"top40",679.24,272.49
1967,"The Beatles","And I Love Her",1964,0,"",591.33,218.86
1968,"Crosby, Stills, Nash & Young","Helpless",1970,0,"",750.69,278.59
1969,"The Beatles","I Want To Hold Your Hand",1964,0,"",597.17,205.44
1970,"Volumia!","Hou Me Vast",1998,2,"top40",1458.35,190.66
1971,"The Beatles","Can't Buy Me Love",1964,0,"",598.33,288.6
1972,"Bløf","Dichterbij Dan Ooit",2001,12,"top40",1532.34,222.81
1973,"Heart","All I Wanna Do Is Make Love To You",1990,5,"top40",1270.5,288.88
1974,"Blondie","Heart Of Glass",1979,5,"top40",984.57,266.52
1975,"The Osmonds","Crazy Horses",1972,1,"top40",816.62,206.75
1976,"The Walker Brothers","The Sun Ain't Gonna Shine Anymore",1966,9,"top40",668.97,294.99
1977,"Keane","This Is The Last Time",2005,3,"top40",1630.23,188.2
1978,"Kaiser Chiefs","I Predict A Riot",2005,0,"",1623.24,314.58
1979,"Jan Smit","Als De Morgen Is Gekomen",2006,1,"top40",1672.11,222.03
1980,"Procol Harum","Homburg",1967,1,"top40",664.24,183.57
1981,"Donovan","Atlantis",1969,1,"top40",743.38,301.49
1982,"The Weeknd","Can't Feel My Face",2015,2,"top40",1901.57,291.76
1983,"Q65","Ann",1966,19,"top40",667.82,278.99
1984,"Suzanne Vega","Luka",1987,26,"top40",1181.39,264.34
1985,"Pink Floyd","See Emily Play",1967,7,"tip",674.79,298.95
1986,"David Gray","Babylon",2000,2,"tip",1499.71,218.62
1987,"The Monkees","Daydream Believer",1967,4,"top40",663.57,315.5
1988,"Pulp","Common People",1995,0,"",1395.8,199.97
1989,"Billie Holiday","Strange Fruit",1939,0,"",-4.95,270.2
1990,"Natalie Imbruglia","Torn",1997,2,"top40",1430.31,243.71
1991,"Earth Wind & Fire","After The Love Has Gone",1979,20,"top40",979.67,233.57
1992,"The Kooks","Naïve",2006,0,"",1656.26,266.83
1993,"Small Faces","Tin Soldier",1968,5,"top40",694.31,273.66
1994,"Herman Brood & His Wild Romance","I Love You Like I Love Myself",1980,13,"top40",1040.75,291.46
1995,"Propaganda","Duel (Eye To Eye)",1985,5,"top40",1137.02,195.11
1996,"Eagles","I Can't Tell You Why",1979,4,"tip",993.76,167.32
1997,"Anouk","Modern World",2008,3,"top40",1708.64,238.17
1998,"Elvis Presley","Heartbreak Hotel",1956,9,"tip",419.48,258.65
1999,"Maroon 5 & Christina Aguilera","Moves Like Jagger",2011,1,"top40",1772.06,333.59
2000,"Coldplay","Politik",2002,0,"",1548.91,254.69
